rotation_angle	 	 	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
triceps-joint_elbow	moment_arm_node	21	-0.049372444370425719	-0.046688288257734321	-0.043958945566629958	-0.042312030739495674	-0.041989356564522191	-0.042024347763320674	-0.04203724190940536	-0.042029677781908276	-0.042002587054838531	-0.041955795964212769	-0.041887274801979124	-0.041791599096501916	-0.041699080926101875	-0.041614212892545084	-0.041539068612738379	-0.041477005116505455	-0.041432362392575736	-0.041411014151172987	-0.041411605101919727	-0.04131740571685294	-0.041232230957833564	-0.041159229277050867	-0.041102575435753262	-0.041068126721963666	-0.041064659220228825	-0.04099848138158145	-0.040903261602674726	-0.040817535406459458	-0.040744665231234718	-0.040689786998329036	-0.040660999773953779	-0.040673717472413128	-0.040598465980844871	-0.040492277398109289	-0.04038950940813732	-0.040290982038320447	-0.040197819757127107	-0.040111933614458903	-0.040035825486296292	-0.039974349025941006	-0.039939095183407658	
triceps-joint_elbow	moment_arm_node	22	-0.049372444370425733	-0.046688288257734314	-0.043958945566629964	-0.042424071713549921	-0.042276718592600737	-0.042303103383164974	-0.042324046024931963	-0.042340067578446425	-0.042351600345953672	-0.042358903301616214	-0.042361884547301221	-0.042359709127346427	-0.042373831961992015	-0.042384831398826414	-0.042392519535589111	-0.042397490612682935	-0.042400324159277261	-0.042401464937928984	-0.042401435363470498	-0.042404874844571755	-0.042405782595727283	-0.042404947313311424	-0.042403291353157922	-0.042401858192265274	-0.042401695830556196	-0.042397983445900241	-0.042390581075441178	-0.042381834457360698	-0.042372841553637089	-0.042365113944715239	-0.042360728635251012	-0.042362694198331677	-0.04235040805813263	-0.042330340493545483	-0.04230777568513315	-0.04228311193288526	-0.042256928327285212	-0.042230194088870111	-0.042204310039805217	-0.042181820044437768	-0.042168258370554587	
triceps-joint_elbow	moment_arm_node	23	-0.049372444370425719	-0.046688288257734314	-0.043958945566629958	-0.042526682422973569	-0.042554133323995089	-0.042637092892557613	-0.042700942141225079	-0.042748092253214701	-0.042780768948584236	-0.042800735653329251	-0.04280868813859727	-0.042802897514907748	-0.042839063399169229	-0.042863943591539298	-0.042878187766491674	-0.042884725851858936	-0.042886618614013709	-0.042886713610145392	-0.04288671812222266	-0.042881119084328345	-0.042867778744921904	-0.042850307645793999	-0.042832999489878301	-0.042820897661857801	-0.04281961358308943	-0.042792832726993885	-0.042746765308622467	-0.042697759936859564	-0.042650526277281692	-0.042611572256317301	-0.042589973481508725	-0.042599614293802775	-0.042540284574616782	-0.042447143743029388	-0.042346337298225373	-0.042239603673553415	-0.042129332841339996	-0.042019354924832157	-0.041914990837881555	-0.041825786988774864	-0.041772598011977524	
triceps-joint_elbow	moment_arm_node	24	-0.049372444370425733	-0.046688288257734314	-0.043958945566629964	-0.04252668205424831	-0.042554132997905766	-0.04263709289255762	-0.042700942141225065	-0.042748092253214708	-0.04278076894858427	-0.042800735653329237	-0.042808688138597277	-0.042802897514907769	-0.042839064897068589	-0.042863943591539319	-0.042878187766491667	-0.042884725851858922	-0.042886618614013702	-0.042886713610145406	-0.042886718110650472	-0.042881120694422695	-0.04286777874492189	-0.042850307659087761	-0.042832999469919412	-0.042820897628716645	-0.042819613584581216	-0.042792832629218076	-0.042746765920166949	-0.042697759936859009	-0.042650526277281692	-0.042611572219521728	-0.042589973481508711	-0.042599614293802754	-0.042540284588634646	-0.042447143743029353	-0.042346337298225373	-0.042239603673553429	-0.042129332841340003	-0.042019354924809849	-0.041914990837881541	-0.041825786988774878	-0.041772598011977545	
triceps-joint_elbow	moment_arm_node	25	-0.049372444370425747	-0.046688288257734328	-0.043958945566629978	-0.042526681796087262	-0.042554132798348208	-0.04263709289255762	-0.042700942141225051	-0.042748092253214721	-0.04278076894858425	-0.042800735653329244	-0.042808688138597298	-0.042802897514907762	-0.042839065228852141	-0.04286394359153934	-0.042878187766491667	-0.042884725851858894	-0.042886618614013661	-0.042886713610145434	-0.042886718099619962	-0.04288112116872423	-0.042867778744921863	-0.042850307660811937	-0.042832999391766331	-0.042820897504824443	-0.042819613584746986	-0.042792832475214301	-0.042746765756291077	-0.042697759936859037	-0.042650526277281692	-0.042611572036252252	-0.042589973481508669	-0.042599614293802726	-0.04254028439051695	-0.042447143743029367	-0.04234633729822538	-0.042239603673553464	-0.042129332841340031	-0.042019354924809807	-0.041914990837881506	-0.041825786988774878	-0.041772598011977566	
biceps-joint_elbow	moment_arm_node	1	0.030026447066652501	0.031753067584657318	0.033387683345059774	0.034796891008704561	0.035992433094477583	0.036994865493828202	0.037829626657070278	0.038240463495027049	0.038541635176344749	0.03882986047062964	0.039084096394196813	0.039862648385667193	0.042264338552510952	0.044518446785812432	0.046613552843521269	0.048538094364521972	0.050280381274396602	0.051828618810012883	0.053170941312565653	0.054295459123015644	0.055190321214518487	0.055843796468980564	0.056244376715734623	0.056380904754341252	0.056242730522611792	0.055819898273681959	0.055103367009544435	0.054085265392968276	0.052759180837197633	0.051120480380799763	0.049166658256508552	0.046897701780818049	0.04431646343691055	0.041429023023237879	0.038245019852901185	0.03517512633462698	0.034396101084541039	0.033466876147649288	0.032350052357304523	0.029540543227953714	0.025070108690358417	
biceps-joint_elbow	moment_arm_node	2	0.030026447034050233	0.031753068089668574	0.03338768163553503	0.034796892465314311	0.035992431812806022	0.036994865816344674	0.037829628180204841	0.038240464477895503	0.038541635176344749	0.03882986043017031	0.039084096394196743	0.039862648425136829	0.042264338552510938	0.044518446785812557	0.046613552843521186	0.048538094364522055	0.050280381274396671	0.051828618810012744	0.053170941312565709	0.054295459123015602	0.055190321214518487	0.055843796468980855	0.056244376715734762	0.056380904754341182	0.056242730522611487	0.055819898273681903	0.055103367009544504	0.054085265392968332	0.052759180837197536	0.051120480380799957	0.04916665825650865	0.046897701780817869	0.044316463436910578	0.041429023023237851	0.038245019852901435	0.035175126334626911	0.034396102548756385	0.033466877030068329	0.032350053108310517	0.029540544043726594	0.025070109084103315	
biceps-joint_elbow	moment_arm_node	3	0.030026447082017571	0.031753069364953201	0.033387675670963957	0.03479689537213089	0.0359924275145872	0.036994865664443863	0.03782963066396991	0.038240466026949582	0.038541635176344791	0.038829860365536858	0.039084096394196743	0.039862648528153966	0.042264338552510966	0.044518446785812529	0.046613552843521061	0.048538094364522139	0.050280381274396616	0.051828618810012661	0.053170941312565695	0.054295459123015588	0.055190321214518528	0.055843796468981008	0.056244376715734762	0.056380904754341113	0.056242730522611431	0.055819898273681917	0.055103367009544477	0.054085265392968485	0.052759180837197411	0.051120480380800137	0.049166658256508664	0.046897701780817716	0.044316463436910591	0.041429023023237976	0.038245019852901546	0.035175126334627771	0.034396105534908863	0.03346687900210539	0.032350054628603894	0.029540545758143064	0.025070109763624407	
biceps-joint_elbow	moment_arm_node	4	0.03002644751871561	0.031753071017607173	0.033387663142248156	0.034796896943472794	0.035992418884720004	0.036994863220887589	0.037829630814331897	0.038240465953444575	0.038541635176344832	0.038829860630914703	0.03908409639419673	0.039862648705262654	0.042264338552510952	0.044518446785812391	0.046613552843521172	0.048538094364522055	0.050280381274396505	0.051828618810012647	0.053170941312565639	0.054295459123015671	0.055190321214518528	0.055843796468980786	0.056244376715734665	0.056380904754341168	0.056242730522611611	0.055819898273682056	0.055103367009544379	0.054085265392968651	0.052759180837197314	0.051120480380800165	0.04916665825650865	0.046897701780817758	0.044316463436910536	0.041429023023238074	0.038245019852901477	0.03517512633463464	0.034396108338510686	0.033466881241831239	0.032350055996126378	0.029540547515401736	0.02507010989736351	
biceps-joint_elbow	moment_arm_node	5	0.030026448068561071	0.031753072282842743	0.033387639588673912	0.034796894223080521	0.035992403156425726	0.036994856472590279	0.037829625924460042	0.038240462379585755	0.038541635176344791	0.038829861493381912	0.039084096394196688	0.03986264901333611	0.042264338552510966	0.044518446785812391	0.046613552843521158	0.048538094364522041	0.050280381274396518	0.051828618810012661	0.053170941312565626	0.054295459123015671	0.055190321214518515	0.055843796468980869	0.056244376715734734	0.056380904754341168	0.056242730522611556	0.055819898273682139	0.055103367009544463	0.054085265392968596	0.052759180837197314	0.051120480380800179	0.049166658256508622	0.046897701780817716	0.04431646343691055	0.041429023023238046	0.038245019852901574	0.035175126334666629	0.034396110182432812	0.033466883259687191	0.03235005669108966	0.029540548955460794	0.025070108593942958	
biceps-joint_elbow	moment_arm_node	6	0.030026446525326142	0.031753071328425225	0.033387594022715419	0.034796882432331422	0.035992373743782835	0.036994841131524681	0.037829611395775412	0.038240452023354937	0.038541635176344791	0.038829862139201685	0.039084096394196702	0.039862649419276419	0.042264338552511035	0.04451844678581246	0.046613552843521075	0.048538094364522069	0.050280381274396546	0.051828618810012675	0.053170941312565639	0.054295459123015602	0.055190321214518542	0.055843796468980883	0.056244376715734734	0.056380904754341071	0.056242730522611528	0.055819898273682042	0.055103367009544463	0.054085265392968609	0.052759180837197384	0.051120480380800179	0.049166658256508608	0.046897701780817702	0.044316463436910564	0.041429023023238004	0.038245019852901546	0.035175126334796983	0.034396109905821648	0.033466883975769648	0.032350055855347809	0.029540549433882887	0.025070104377020813	
biceps-joint_elbow	moment_arm_node	7	0.030026434914273634	0.031753065476976483	0.033387484818485899	0.034796848504527939	0.035992309738718586	0.036994805764132999	0.037829573760722726	0.038240426182732587	0.038541635176344791	0.038829859947879505	0.03908409639419673	0.039862649806763323	0.042264338552511049	0.044518446785812446	0.046613552843521089	0.048538094364522014	0.050280381274396546	0.051828618810012675	0.053170941312565639	0.054295459123015588	0.055190321214518528	0.055843796468980897	0.056244376715734665	0.056380904754341085	0.056242730522611611	0.055819898273682042	0.055103367009544393	0.054085265392968665	0.052759180837197342	0.051120480380800082	0.049166658256508705	0.046897701780817758	0.044316463436910564	0.041429023023238032	0.038245019852901532	0.03517512633526472	0.034396105732256668	0.033466881371761556	0.032350052057801129	0.029540547816546511	0.02507009461616802	
